Stock_No,Name,Cost,Retail_Price,Quantity,Barcodes,Tags,Taxes,Tax_Exempt,Description,Enable_Decimal,Enable_Open_Price,Disable_Discount,Disable_Inventory,Supplier_Name,Supplier_List,Category_Name,Subcategory_Name,Status
4.81E+12,Jinli Kojic Acid Soap 45g w/ free Alcoplus,49.5,52,21,,"HYGIENE, NON-FOOD",,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,Active
4.81E+12,Jinli kojic acid soap 45g.+ keratin for free,16.5,17.35,-290,,"HYGIENE, NON-FOOD",,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,Active
4.81E+12,Jinli Kojic Acid Soap with Free Alcohol 65g,46,49.22,40,,"HYGIENE, NON-FOOD",,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,Active
4.81E+12,JollyGarb 225g,0,17,0,,FOOD,,FALSE,,TRUE,FALSE,FALSE,FALSE,,,,,Active
4.81E+12,Juicy Lemon 1.5 L,48.35,54,-13,,"BEVERAGES, FOOD",,FALSE,,TRUE,FALSE,FALSE,FALSE,,,,,Active
4.81E+12,Juicy Lemon Mismo 237ml,8.25,8.8,-1440,,"BEVERAGES, FOOD",,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,Active
4.81E+12,Jumping Rope Marshmallow,100,120,-1,,"SNACKS, FOOD",,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,Active
4.81E+12,Just Mask Anti-Viral Face Mask 3pcs.,17.73,19.5,12,,"OTHERS, NON-FOOD",,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,Active
4.81E+12,Just Mask Anti-Viral Face Mask 50s,225,247.5,1,,"OTHERS, NON-FOOD",,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,Active
4.81E+12,Just Mask Anti-Viral Face Mask 6pcs.,34.55,38,4,,"OTHERS, NON-FOOD",,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,Active
4.81E+12,Kabarro 9in1 Herbal Coffee 18g,13.3,14,0,,"BEVERAGES, FOOD",,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,Active
4.81E+12,Kabarro Barako Blend 28g,6.65,7,0,,"BEVERAGES, FOOD",,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,Active
4.81E+12,Kabarro Krema Blend,6.65,7,0,,"BEVERAGES, FOOD",,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,Active
4.81E+12,Karoke Garlic and Chili 12/10g,9.5,10,-426,,"SNACKS, FOOD",,FALSE,,TRUE,FALSE,FALSE,FALSE,,,,,Active
4.81E+12,Karoke Green Peas  70g,9,9.5,-108,,"SNACKS, FOOD",,FALSE,,TRUE,FALSE,FALSE,FALSE,,,,,Active
4.81E+12,Katialis ,21,25,0,,"OTHERS, NON-FOOD",,FALSE,,TRUE,FALSE,FALSE,FALSE,,,,,Active
4.81E+12,Keratin Chocolate Therapy Argan Oil,48,54,4,,"HYGIENE, NON-FOOD",,FALSE,,TRUE,FALSE,FALSE,FALSE,,,,,Active
4.81E+12,Keratin H- Oil Coling Icy Mthol 22ML,5.2,5.5,0,,"HYGIENE, NON-FOOD",,FALSE,,TRUE,FALSE,FALSE,FALSE,,,,,Active
4.81E+12,Keratin Hair Recnstructor 6 pcs,31.2,33,2,,"HYGIENE, NON-FOOD",,FALSE,,TRUE,FALSE,FALSE,FALSE,,,,,Active
4.81E+12,Keratin Hair Spa Anti Dandruff 20g,5.2,5.5,10,,"HYGIENE, NON-FOOD",,FALSE,,TRUE,FALSE,FALSE,FALSE,,,,,Active
